PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,WSPM,day_sin,day_cos,Twoday_sin,Twoday_cos,Week_sin,Week_cos
188.0,188.0,60.0,108.0,4100.0,2.0,-7.0,1007.0,-12.9,0.7,-0.8660254037886468,0.4999999999927113,0.5000000000036444,-0.8660254037823346,0.5633200580633272,-0.8262387743161959
148.0,148.0,54.0,95.0,2900.0,2.0,-4.0,1009.0,-12.4,0.9,-0.7071067811859411,0.707106781187154,0.38268343236469354,-0.9238795325114508,0.5320320765154528,-0.8467241992282111
149.0,166.0,53.0,99.0,3300.0,2.0,-4.0,1009.0,-13.7,1.0,-0.5000000000038279,0.8660254037822286,0.25881904510465553,-0.9659258262884963,0.5000000000005469,-0.866025403784123
210.0,234.0,77.0,114.0,5400.0,2.0,-5.0,1013.0,-12.7,1.0,-0.2588190451118883,0.9659258262865582,0.13052619222485912,-0.9914448613731774,0.4672686282724489,-0.8841153935049338
142.0,147.0,60.0,90.0,3200.0,2.0,-4.0,1010.0,-13.2,1.0,-4.239420759329598e-13,1.0,2.119710379664799e-13,-1.0,0.43388373911737854,-0.9009688679025056
129.0,164.0,61.0,93.0,3300.0,2.0,1.0,1013.0,-13.5,1.1,0.25881904509701326,0.965925826290544,-0.13052619221722508,-0.9914448613741825,0.3998920243200112,-0.9165622558698583
110.0,125.0,59.0,96.0,2800.0,2.0,4.0,1015.0,-14.3,1.7,0.49999999999049133,0.8660254037899284,-0.258819045097218,-0.9659258262904892,0.36534102436712945,-0.930873748643916
92.0,102.0,39.0,79.0,1900.0,6.0,6.0,1008.0,-15.3,2.2,0.7071067811853414,0.7071067811877536,-0.38268343236430186,-0.9238795325116131,0.3302790619546612,-0.9438833303085445
97.0,115.0,36.0,82.0,1800.0,13.0,8.0,1011.0,-14.9,2.0,0.866025403780947,0.5000000000060478,-0.4999999999969761,-0.8660254037861845,0.2947551744108643,-0.955572805786153
100.0,118.0,37.0,83.0,1800.0,21.0,9.0,1012.0,-14.8,1.5,0.9659258262858949,0.2588190451143643,-0.6087614290038569,-0.7933533402949673,0.25881904510295767,-0.9659258262889512
102.0,126.0,44.0,105.0,1900.0,10.0,8.0,1008.0,-14.3,1.4,1.0,2.9872862275274788e-12,-0.7071067811854914,-0.7071067811876037,0.22252093395723713,-0.974927912181613
138.0,165.0,59.0,133.0,2300.0,4.0,7.0,1010.0,-14.5,1.2,0.9659258262912075,-0.25881904509453724,-0.7933533402887194,-0.6087614290119993,0.1859116071625428,-0.9825664732333586
168.0,219.0,81.0,147.0,2700.0,2.0,5.0,1010.0,-13.4,0.9,0.8660254037839342,-0.5000000000008737,-0.8660254037846908,-0.4999999999995631,0.14904226617628888,-0.9888308262251113
192.0,242.0,76.0,156.0,3400.0,2.0,3.0,1008.0,-12.9,1.0,0.7071067811895662,-0.7071067811835289,-0.92387953251047,-0.38268343236706176,0.11196447610391387,-0.9937122098931743
219.0,276.0,89.0,166.0,4500.0,2.0,4.0,1013.0,-11.6,1.1,0.5000000000082678,-0.8660254037796652,-0.9659258262878329,-0.2588190451071315,0.07473009358571124,-0.9972037971812335
267.0,337.0,118.0,184.0,6600.0,2.0,1.0,1012.0,-11.1,0.2,0.25881904510278425,-0.9659258262889977,-0.9914448613737926,-0.1305261922201868,0.037391194276104885,-0.9993007047884068
295.0,364.0,135.0,190.0,7700.0,2.0,0.0,1010.0,-10.5,0.7,5.550630379121998e-12,-1.0,-1.0,-2.775315189560999e-12,2.732359388614692e-13,-1.0
281.0,347.0,135.0,181.0,6900.0,2.0,3.0,1010.0,-9.6,1.3,-0.2588190450920612,-0.965925826291871,-0.9914448613745172,0.13052619221468367,-0.037391194275558794,-0.9993007047884273
213.0,254.0,104.0,150.0,5200.0,2.0,3.0,1009.0,-8.7,1.5,-0.4999999999986538,-0.8660254037852159,-0.9659258262892695,0.25881904510177,-0.0747300935869802,-0.9972037971811385
214.0,248.0,112.0,147.0,5300.0,2.0,3.0,1009.0,-10.3,1.6,-0.7071067811817163,-0.7071067811913787,-0.923879532512594,0.38268343236193364,-0.11196447610337083,-0.9937122098932355
195.0,230.0,109.0,131.0,4800.0,2.0,3.0,1009.0,-8.4,1.0,-0.8660254037783836,-0.5000000000104877,-0.8660254037874662,0.49999999999475614,-0.1490422661757485,-0.9888308262251927
176.0,223.0,91.0,124.0,4500.0,2.0,2.0,1011.0,-8.2,0.9,-0.9659258262883342,-0.2588190451052602,-0.7933533402920984,0.6087614290075957,-0.18591160716200583,-0.9825664732334601
156.0,189.0,83.0,114.0,4300.0,2.0,1.0,1012.0,-8.0,1.2,-1.0,-8.113974530716517e-12,-0.7071067811894163,0.7071067811836788,-0.22252093395670436,-0.9749279121817346
172.0,207.0,94.0,116.0,4600.0,2.0,2.0,1008.0,-8.2,0.8,-0.965925826288768,0.2588190451036413,-0.6087614290082605,0.7933533402915882,-0.2588190451024298,-0.9659258262890926
204.0,246.0,115.0,128.0,5800.0,2.0,2.0,1009.0,-8.7,1.1,-0.8660254037864975,0.4999999999964339,-0.500000000001783,0.8660254037834092,-0.2947551744103421,-0.9555728057863141
211.0,257.0,124.0,131.0,6100.0,2.0,1.0,1008.0,-8.3,0.6,-0.7071067811931913,0.7071067811799038,-0.38268343236943,0.923879532509489,-0.3302790619558624,-0.9438833303081243
179.0,206.0,107.0,121.0,5200.0,2.0,1.0,1011.0,-7.3,0.7,-0.5000000000001052,0.8660254037843779,-0.25881904510257947,0.9659258262890525,-0.36534102436662075,-0.9308737486441157
157.0,199.0,113.0,122.0,5300.0,2.0,2.0,1009.0,-8.2,1.2,-0.25881904510773623,0.9659258262876708,-0.1305261922227282,0.991444861373458,-0.3998920243195103,-0.9165622558700768
149.0,197.0,121.0,121.0,5200.0,2.0,3.0,1011.0,-7.8,1.0,-1.0677318682311035e-11,1.0,-5.338659341155518e-12,1.0,-0.4338837391168862,-0.9009688679027427
183.0,249.0,142.0,136.0,6300.0,2.0,4.0,1013.0,-7.8,1.3,0.2588190451011653,0.9659258262894315,0.13052619221935596,0.991444861373902,-0.46726862827357396,-0.8841153935043392
171.0,242.0,138.0,130.0,5000.0,2.0,7.0,1012.0,-9.9,2.0,0.49999999999421396,0.8660254037877793,0.25881904509929404,0.9659258262899328,-0.5000000000000736,-0.8660254037843962
88.0,151.0,52.0,70.0,2000.0,14.0,9.0,1013.0,-14.8,5.6,0.7071067811780912,0.7071067811950038,0.3826834323595654,0.923879532513575,-0.5320320765149901,-0.8467241992285018
39.0,145.0,27.0,16.0,700.0,38.0,9.0,1013.0,-14.8,5.7,0.8660254037830962,0.5000000000023253,0.4999999999988374,0.8660254037851098,-0.5633200580628757,-0.8262387743165037
29.0,154.0,17.0,9.0,600.0,44.0,8.0,1010.0,-14.9,5.8,0.9659258262870074,0.25881904511021225,0.608761429005562,0.7933533402936589,-0.5938201855738409,-0.804597779766418
21.0,134.0,11.0,6.0,500.0,51.0,8.0,1014.0,-16.4,5.3,1.0,-1.311252394461298e-12,0.7071067811870111,0.7071067811860839,-0.6234898018586769,-0.781831482468075
15.0,160.0,3.0,2.0,400.0,62.0,6.0,1017.0,-18.0,4.9,0.9659258262900949,-0.2588190450986893,0.7933533402900278,0.6087614290102941,-0.6522874112776916,-0.7579717231458226
12.0,110.0,3.0,2.0,400.0,58.0,5.0,1015.0,-18.1,4.9,0.8660254037890609,-0.49999999999199407,0.8660254037821276,0.500000000004003,-0.6801727377714752,-0.7330518718293106
9.0,61.0,3.0,2.0,400.0,56.0,3.0,1018.0,-21.2,3.7,0.7071067811865266,-0.7071067811865684,0.9238795325112924,0.3826834323650761,-0.7071067811867342,-0.7071067811863608
14.0,177.0,2.0,2.0,400.0,59.0,3.0,1017.0,-22.8,4.1,0.5000000000045451,-0.8660254037818145,0.9659258262883891,0.2588190451050555,-0.7330518718296698,-0.680172737771088
9.0,53.0,3.0,2.0,400.0,57.0,2.0,1019.0,-24.5,4.0,0.2588190451126882,-0.9659258262863439,0.9914448613731235,0.13052619222526965,-0.7579717231449806,-0.6522874112786701
3.0,34.0,3.0,2.0,400.0,59.0,1.0,1023.0,-25.3,2.6,1.2520917571332207e-12,-1.0,1.0,6.260458785666103e-13,-0.7818314824684043,-0.6234898018582639
8.0,11.0,3.0,2.0,400.0,59.0,1.0,1021.0,-22.8,3.8,-0.2588190450962133,-0.9659258262907584,0.9914448613742366,-0.13052619221681455,-0.8045977797667316,-0.5938201855734159
5.0,14.0,2.0,2.0,400.0,56.0,0.0,1026.0,-22.9,2.1,-0.4999999999897741,-0.8660254037903425,0.9659258262905963,-0.258819045096818,-0.8262387743157765,-0.5633200580639423
13.0,29.0,16.0,11.0,500.0,42.0,-1.0,1026.0,-25.2,2.9,-0.7071067811847559,-0.7071067811883391,0.9238795325117716,-0.38268343236391933,-0.846724199227815,-0.5320320765160831
9.0,12.0,23.0,11.0,500.0,40.0,-1.0,1024.0,-25.2,3.0,-0.8660254037805328,-0.500000000006765,0.8660254037863916,-0.4999999999966175,-0.8660254037846602,-0.4999999999996162
10.0,11.0,23.0,14.0,500.0,37.0,-2.0,1023.0,-26.0,2.7,-0.9659258262894468,-0.25881904510110815,0.79335334029079,-0.6087614290093007,-0.884115393504586,-0.467268628273107
8.0,11.0,21.0,15.0,500.0,36.0,-2.0,1021.0,-23.9,2.7,-1.0,-3.815435908727739e-12,0.7071067811878965,-0.7071067811851985,-0.9009688679021827,-0.4338837391180492
9.0,9.0,23.0,14.0,600.0,35.0,-1.0,1026.0,-21.8,2.2,-0.9659258262914218,0.2588190450937373,0.6087614290123278,-0.7933533402884674,-0.9165622558702881,-0.39989202431902626
8.0,9.0,25.0,15.0,600.0,34.0,-2.0,1021.0,-21.5,1.9,-0.8660254037843482,0.5000000000001565,0.49999999999992173,-0.8660254037844839,-0.9308737486443086,-0.3653410243661291
9.0,15.0,25.0,15.0,600.0,32.0,-2.0,1021.0,-20.9,1.8,-0.7071067811901517,0.7071067811829433,0.38268343236744434,-0.9238795325103115,-0.9438833303082987,-0.33027906195536383
12.0,12.0,30.0,31.0,700.0,18.0,-4.0,1022.0,-21.6,0.6,-0.500000000008985,0.8660254037792512,0.2588190451075315,-0.9659258262877257,-0.9555728057859336,-0.29475517441157556
10.0,16.0,35.0,50.0,800.0,4.0,-4.0,1023.0,-19.9,0.9,-0.25881904510358417,0.9659258262887833,0.13052619222059733,-0.9914448613737386,-0.9659258262892293,-0.25881904510191966
12.0,19.0,30.0,41.0,700.0,15.0,-1.0,1024.0,-21.2,3.2,-6.3787800603222585e-12,1.0,3.1893900301611292e-12,-1.0,-0.9749279121818522,-0.22252093395618944
14.0,18.0,29.0,26.0,700.0,29.0,2.0,1020.0,-20.6,2.1,0.2588190450912613,0.9659258262920852,-0.13052619221427314,-0.9914448613745711,-0.9825664732332202,-0.18591160716327415
16.0,18.0,19.0,18.0,800.0,40.0,3.0,1020.0,-22.0,1.1,0.4999999999979366,0.86602540378563,-0.25881904510137005,-0.9659258262893766,-0.9888308262250004,-0.14904226617702493
12.0,12.0,14.0,12.0,700.0,48.0,3.0,1018.0,-22.8,2.3,0.7071067811811308,0.7071067811919642,-0.3826834323615511,-0.9238795325127526,-0.9937122098932947,-0.111964476102846
10.0,10.0,12.0,10.0,700.0,49.0,3.0,1019.0,-22.8,3.5,0.8660254037852454,0.49999999999860256,-0.5000000000006987,-0.8660254037840353,-0.9972037971811779,-0.07473009358645351
21.0,32.0,15.0,35.0,800.0,32.0,3.0,1019.0,-23.7,3.7,0.96592582628812,0.2588190451060602,-0.6087614290072672,-0.7933533402923505,-0.999300704788379,-0.03739119427684872
22.0,48.0,12.0,33.0,800.0,36.0,4.0,1022.0,-22.0,3.5,1.0,8.942124211916778e-12,-0.707106781183386,-0.707106781189709,-1.0,-1.0175906869101315e-12
26.0,49.0,12.0,44.0,800.0,30.0,3.0,1017.0,-23.7,3.7,0.9659258262889824,-0.25881904510284137,-0.7933533402913362,-0.608761429008589,-0.9993007047883871,0.03739119427663268
36.0,69.0,15.0,55.0,800.0,23.0,3.0,1021.0,-22.0,3.1,0.8660254037869116,-0.4999999999957167,-0.8660254037832021,-0.5000000000021416,-0.9972037971811941,0.07473009358623793
49.0,100.0,17.0,67.0,1000.0,8.0,2.0,1017.0,-22.0,2.1,0.7071067811937768,-0.7071067811793182,-0.9238795325093305,-0.38268343236981256,-0.9937122098933189,0.11196447610263116
52.0,105.0,20.0,73.0,1000.0,2.0,0.0,1020.0,-19.8,1.9,0.5000000000008225,-0.8660254037839638,-0.9659258262889454,-0.25881904510297943,-0.9888308262250326,0.14904226617681116
59.0,106.0,29.0,79.0,1200.0,2.0,1.0,1019.0,-20.7,2.5,0.25881904510853615,-0.9659258262874565,-0.9914448613734039,-0.13052619222313874,-0.9825664732332604,0.18591160716306174
85.0,165.0,43.0,82.0,1400.0,2.0,-1.0,1021.0,-19.1,1.4,1.1505468363511296e-11,-1.0,-1.0,-5.752734181755648e-12,-0.9749279121819002,0.2225209339559787
91.0,203.0,44.0,83.0,1600.0,2.0,-4.0,1020.0,-18.3,1.3,-0.25881904510036535,-0.9659258262896459,-0.991444861373956,0.13052619221894543,-0.9659258262892852,0.25881904510171083
98.0,245.0,49.0,83.0,1800.0,2.0,-5.0,1021.0,-16.8,0.5,-0.49999999999349676,-0.8660254037881933,-0.9659258262900401,0.2588190450988941,-0.9555728057859973,0.294755174411369
100.0,161.0,58.0,85.0,2200.0,2.0,-5.0,1021.0,-17.2,0.7,-0.7071067811775057,-0.7071067811955893,-0.9238795325137334,0.3826834323591829,-0.9438833303083701,0.33027906195515977
105.0,140.0,60.0,90.0,2700.0,2.0,-6.0,1020.0,-13.6,0.8,-0.8660254037826821,-0.5000000000030425,-0.8660254037853169,0.4999999999984788,-0.9308737486443877,0.36534102436592786
105.0,140.0,51.0,88.0,2600.0,2.0,-6.0,1021.0,-16.9,1.2,-0.965925826286793,-0.25881904511101217,-0.7933533402939109,0.6087614290052334,-0.9165622558703744,0.3998920243188281
52.0,52.0,32.0,61.0,1400.0,2.0,-7.0,1023.0,-16.4,0.6,-1.0,4.831027132610371e-13,-0.7071067811863767,0.7071067811867183,-0.9009688679022765,0.43388373911785444
27.0,27.0,22.0,50.0,1000.0,2.0,-7.0,1022.0,-14.5,0.7,-0.9659258262903092,0.2588190450978894,-0.6087614290106226,0.7933533402897758,-0.884115393504687,0.4672686282729159
19.0,19.0,20.0,36.0,800.0,12.0,-7.0,1023.0,-14.1,0.2,-0.8660254037894749,0.49999999999127687,-0.5000000000043616,0.8660254037819205,-0.8660254037847683,0.49999999999942896
17.0,17.0,12.0,32.0,800.0,16.0,-7.0,1019.0,-16.7,0.7,-0.7071067811871122,0.7071067811859828,-0.38268343236545865,0.923879532511134,-0.8467241992279301,0.5320320765159
15.0,15.0,10.0,43.0,800.0,6.0,-5.0,1022.0,-18.5,0.9,-0.5000000000052623,0.8660254037814005,-0.25881904510545545,0.9659258262882819,-0.8262387743158983,0.5633200580637636
16.0,20.0,21.0,59.0,900.0,2.0,-5.0,1026.0,-16.8,1.1,-0.2588190451134882,0.9659258262861296,-0.13052619222568018,0.9914448613730694,-0.80459777976686,0.5938201855732419
21.0,28.0,26.0,55.0,1000.0,2.0,-1.0,1027.0,-17.7,1.2,-2.080241438333482e-12,1.0,-1.040120719166741e-12,1.0,-0.7818314824685392,0.6234898018580949
25.0,34.0,32.0,50.0,1000.0,11.0,1.0,1027.0,-18.9,1.8,0.25881904509541337,0.9659258262909727,0.13052619221640402,0.9914448613742907,-0.7579717231451216,0.6522874112785062
38.0,56.0,38.0,60.0,1400.0,7.0,2.0,1025.0,-18.7,1.5,0.4999999999890569,0.8660254037907567,0.25881904509641807,0.9659258262907034,-0.7330518718298169,0.6801727377709296
46.0,60.0,44.0,58.0,1700.0,13.0,3.0,1025.0,-18.4,2.1,0.7071067811841703,0.7071067811889248,0.38268343236353675,0.92387953251193,-0.7071067811868872,0.707106781186208
36.0,48.0,33.0,40.0,1300.0,30.0,3.0,1021.0,-19.1,2.8,0.8660254037801187,0.5000000000074822,0.4999999999962589,0.8660254037865986,-0.6801727377716337,0.7330518718291635
42.0,60.0,34.0,50.0,1400.0,23.0,3.0,1025.0,-20.4,1.7,0.9659258262892324,0.2588190451019081,0.6087614290089722,0.7933533402910421,-0.6522874112778555,0.7579717231456816
53.0,74.0,42.0,58.0,1600.0,19.0,3.0,1023.0,-20.4,1.3,1.0,4.643585589928001e-12,0.7071067811849058,0.7071067811881893,-0.6234898018588458,0.7818314824679402
57.0,86.0,47.0,67.0,1800.0,14.0,3.0,1026.0,-19.7,0.5,0.9659258262916361,-0.2588190450929374,0.7933533402882152,0.6087614290126563,-0.5938201855740147,0.8045977797662897
64.0,95.0,54.0,79.0,2100.0,2.0,1.0,1026.0,-15.1,0.1,0.8660254037847623,-0.49999999999943934,0.8660254037842768,0.5000000000002803,-0.5633200580630543,0.8262387743163819
74.0,122.0,51.0,89.0,2300.0,2.0,-2.0,1025.0,-16.2,0.7,0.7071067811907373,-0.7071067811823577,0.923879532510153,0.38268343236782687,-0.5320320765151731,0.8467241992283868
71.0,125.0,43.0,90.0,2300.0,2.0,-4.0,1025.0,-17.9,0.4,0.5000000000097022,-0.8660254037788371,0.9659258262876185,0.25881904510793147,-0.5000000000002608,0.866025403784288
63.0,100.0,37.0,84.0,2000.0,2.0,-5.0,1024.0,-14.3,0.4,0.2588190451043841,-0.965925826288569,0.9914448613736845,0.13052619222100786,-0.46726862827376514,0.8841153935042382
63.0,94.0,33.0,84.0,1900.0,2.0,-6.0,1026.0,-12.9,0.4,7.206929741522519e-12,-1.0,1.0,3.6034648707612596e-12,-0.433883739117081,0.9009688679026489
74.0,121.0,39.0,86.0,1900.0,2.0,-6.0,1024.0,-16.6,1.0,-0.2588190450904614,-0.9659258262922996,0.9914448613746252,-0.1305261922138626,-0.3998920243197085,0.9165622558699904
83.0,125.0,38.0,80.0,1800.0,2.0,-5.0,1028.0,-17.5,0.7,-0.49999999999721945,-0.866025403786044,0.9659258262894838,-0.2588190451009701,-0.365341024366822,0.9308737486440367
65.0,90.0,32.0,74.0,2200.0,2.0,-7.0,1026.0,-15.4,0.0,-0.7071067811805452,-0.7071067811925499,0.923879532512911,-0.38268343236116853,-0.33027906195606643,0.9438833303080528
63.0,91.0,24.0,71.0,2200.0,2.0,-7.0,1028.0,-13.3,0.3,-0.8660254037848314,-0.49999999999931977,0.8660254037842423,-0.5000000000003401,-0.29475517441054866,0.9555728057862504
67.0,92.0,24.0,71.0,2300.0,2.0,-7.0,1025.0,-12.7,0.8,-0.9659258262879056,-0.2588190451068601,0.7933533402926026,-0.6087614290069386,-0.25881904510263865,0.9659258262890367
67.0,81.0,29.0,72.0,2000.0,2.0,-6.0,1026.0,-14.5,1.7,-1.0,-9.770273893117039e-12,0.7071067811900018,-0.7071067811830932,-0.22252093395691513,0.9749279121816865
157.0,181.0,86.0,98.0,5100.0,2.0,-5.0,1025.0,-16.2,1.6,-0.9659258262891968,0.25881904510204146,0.6087614290089175,-0.7933533402910842,-0.18591160716221825,0.98256647323342
177.0,230.0,69.0,91.0,5100.0,2.0,-6.0,1027.0,-16.6,1.5,-0.8660254037873257,0.4999999999949995,0.5000000000025002,-0.8660254037829951,-0.14904226617596228,0.9888308262251605
155.0,197.0,60.0,85.0,4100.0,2.0,-6.0,1026.0,-15.8,1.6,-0.7071067811943624,0.7071067811787326,0.3826834323701951,-0.9238795325091721,-0.11196447610358568,0.9937122098932113
119.0,155.0,59.0,76.0,3700.0,2.0,-6.0,1027.0,-14.3,1.2,-0.5000000000015397,0.8660254037835496,0.25881904510337944,-0.9659258262888382,-0.07473009358719579,0.9972037971811223
99.0,120.0,49.0,73.0,2900.0,2.0,-6.0,1024.0,-12.3,1.4,-0.2588190451093361,0.9659258262872421,0.13052619222354928,-0.99144486137335,-0.037391194275774836,0.9993007047884191
65.0,80.0,53.0,64.0,2000.0,2.0,-4.0,1028.0,-12.2,1.2,-1.2333618044711557e-11,1.0,6.1668090223557785e-12,-1.0,5.704396858706264e-14,1.0
59.0,78.0,47.0,58.0,1800.0,2.0,-1.0,1026.0,-11.5,1.1,0.25881904509956544,0.9659258262898601,-0.1305261922185349,-0.9914448613740101,0.03739119427588885,0.9993007047884149
65.0,85.0,44.0,58.0,1700.0,2.0,0.0,1022.0,-12.0,1.3,0.49999999999277955,0.8660254037886074,-0.25881904509849407,-0.9659258262901472,0.07473009358549565,0.9972037971812497
80.0,105.0,48.0,72.0,2000.0,2.0,2.0,1025.0,-11.9,0.9,0.7071067811872098,0.7071067811858852,-0.38268343236552244,-0.9238795325111075,0.11196447610369904,0.9937122098931985
84.0,116.0,50.0,82.0,2100.0,2.0,3.0,1020.0,-12.9,2.3,0.866025403782268,0.5000000000037597,-0.49999999999812017,-0.866025403785524,0.1490422661760751,0.9888308262251435
110.0,158.0,50.0,115.0,2700.0,2.0,4.0,1021.0,-14.8,1.5,0.9659258262865786,0.2588190451118121,-0.6087614290049049,-0.793353340294163,0.18591160716233035,0.9825664732333987
157.0,206.0,63.0,145.0,3500.0,2.0,4.0,1019.0,-15.9,2.2,1.0,3.450469679392238e-13,-0.7071067811864256,-0.7071067811866695,0.22252093395702638,0.9749279121816611
72.87712418300653,95.5716129032258,12.723156532988355,41.26493506493507,1027.979274611399,107.97286821705428,4.0,1020.0,-15.9,2.4,0.9659258262905236,-0.2588190450970895,-0.7933533402895236,-0.6087614290109511,0.2588190451027489,0.9659258262890071
