temp,clouds_all,traffic_volume,day_sin,day_cos
0.636586516,0.92,0.217106181,0.25,0.933012702
0.560066007,0.92,0.125296498,0.370590477,0.982962913
0.560066007,0.92,0.056369471,0.5,1
0.560066007,0.92,0.030696247,0.629409523,0.982962913
0.541835612,0.92,0.021068787,0.75,0.933012702
0.541835612,0.92,0.033347286,0.853553391,0.853553391
0.541835612,0.92,0.087623831,0.933012702,0.75
0.533867672,0.8,0.334589089,0.982962913,0.629409523
0.533867672,0.8,0.755546254,1,0.5
0.533867672,0.8,0.854192828,0.982962913,0.370590477
0.554266855,0,0.724710479,0.933012702,0.25
0.568568285,0,0.625226734,0.853553391,0.146446609
0.568568285,0,0.601506907,0.75,0.066987298
0.568568285,0,0.615459746,0.629409523,0.017037087
0.59366651,0.12,0.616575973,0.5,0
0.59366651,0.12,0.622157109,0.370590477,0.017037087
0.593179318,0.24,0.670992047,0.25,0.066987298
0.68717586,0.4,0.759522813,0.146446609,0.146446609
0.593179318,0.24,0.841356216,0.066987298,0.25
0.593179318,0.24,0.736849449,0.017037087,0.370590477
0.564152129,0.56,0.631924097,0,0.5
0.564152129,0.56,0.526859216,0.017037087,0.629409523
0.564152129,0.56,0.430166039,0.066987298,0.75
0.537199434,0,0.348123343,0.146446609,0.853553391
0.537199434,0,0.3484024,0.25,0.933012702
0.537199434,0,0.230640435,0.370590477,0.982962913
0.509162345,0,0.149713967,0.5,1
0.509162345,0,0.075763918,0.629409523,0.982962913
0.482005343,0,0.059439096,0.75,0.933012702
0.482005343,0,0.035998326,0.853553391,0.853553391
0.482005343,0,0.045067671,0.933012702,0.75
0.456168474,0,0.087344775,0.982962913,0.629409523
0.456168474,0,0.171619925,1,0.5
0.456168474,0,0.294265383,0.982962913,0.370590477
0.538975326,0.24,0.458211246,0.933012702,0.25
0.53968254,0.48,0.592437561,0.853553391,0.146446609
0.53968254,0.48,0.674061672,0.75,0.066987298
0.53968254,0.48,0.643225896,0.629409523,0.017037087
0.592865001,0,0.664573741,0.5,0
0.592865001,0,0.63164504,0.370590477,0.017037087
0.68175389,0.75,0.685223943,0.25,0.066987298
0.625899733,0.2,0.638342403,0.146446609,0.146446609
0.625899733,0.2,0.629691642,0.066987298,0.25
0.625899733,0.2,0.679084694,0.017037087,0.370590477
0.570155587,0,0.596483884,0,0.5
0.570155587,0,0.480814846,0.017037087,0.629409523
0.570155587,0,0.457234547,0.066987298,0.75
0.500172874,0,0.553090554,0.146446609,0.853553391
0.500172874,0,0.544579322,0.25,0.933012702
0.500172874,0,0.284637924,0.370590477,0.982962913
0.456529939,0,0.196735036,0.5,1
0.456529939,0,0.12683131,0.629409523,0.982962913
0.456529939,0,0.07994977,0.75,0.933012702
0.435329247,0,0.037812195,0.853553391,0.853553391
0.435329247,0,0.040463234,0.933012702,0.75
0.435329247,0,0.090832985,0.982962913,0.629409523
0.423935251,0,0.204548626,1,0.5
0.423935251,0,0.22938468,0.982962913,0.370590477
0.423935251,0,0.334868146,0.933012702,0.25
0.585101367,0.4,0.661504116,0.853553391,0.146446609
0.573267327,0,0.664015627,0.75,0.066987298
0.573267327,0,0.558253105,0.629409523,0.017037087
0.664560742,0,0.627738245,0.5,0
0.664560742,0,0.630389284,0.370590477,0.017037087
0.692660695,0,0.634714664,0.25,0.066987298
0.692660695,0,0.556299707,0.146446609,0.146446609
0.692660695,0,0.569275848,0.066987298,0.25
0.692660695,0,0.546393191,0.017037087,0.370590477
0.645733145,0,0.512766848,0,0.5
0.645733145,0,0.434072834,0.017037087,0.629409523
0.645733145,0,0.319799079,0.066987298,0.75
0.619581958,0,0.251709223,0.146446609,0.853553391
0.619581958,0,0.209292591,0.25,0.933012702
0.612148358,0,0.116645737,0.370590477,0.982962913
0.612148358,0,0.051765034,0.5,1
0.612148358,0,0.029859076,0.629409523,0.982962913
0.612148358,0,0.020650202,0.75,0.933012702
0.612792708,0,0.026370866,0.853553391,0.853553391
0.612792708,0,0.095437422,0.933012702,0.75
0.61566871,0,0.343797963,0.982962913,0.629409523
0.61566871,0,0.732105483,1,0.5
0.61566871,0,0.845402539,0.982962913,0.370590477
0.688700299,0,0.713408679,0.933012702,0.25
0.585101367,0.4,0.661504116,0.853553391,0.146446609
0.697941223,0,0.535928561,0.75,0.066987298
0.697941223,0,0.559787917,0.629409523,0.017037087
0.78744303,0,0.580159062,0.5,0
0.78744303,0,0.601785963,0.370590477,0.017037087
0.78744303,0,0.641551556,0.25,0.066987298
0.81365708,0.08,0.692200363,0.146446609,0.146446609
0.81365708,0.08,0.826426678,0.066987298,0.25
0.81365708,0.08,0.743267755,0.017037087,0.370590477
0.771648593,0.36,0.568578206,0,0.5
0.771648593,0.36,0.440072555,0.017037087,0.629409523
0.771648593,0.36,0.348123343,0.066987298,0.75
0.752192362,0.56,0.252685922,0.146446609,0.853553391
0.752192362,0.56,0.175666248,0.25,0.933012702
0.752192362,0.56,0.202874285,0.370590477,0.982962913
0.731164545,0.56,0.175805776,0.5,1
0.731164545,0.56,0.06948514,0.629409523,0.982962913
0.731164545,0.56,0.052741733,0.75,0.933012702
0.71612447,0.24,0.050788335,0.853553391,0.853553391
0.71612447,0.24,0.108413562,0.933012702,0.75
0.71612447,0.24,0.382447328,0.982962913,0.629409523
0.696746818,0.36,0.76545277,1,0.5
0.696746818,0.36,0.862425003,0.982962913,0.370590477
0.696746818,0.36,0.821124599,0.933012702,0.25
0.766619519,0,0.637784289,0.853553391,0.146446609
0.766619519,0,0.549741872,0.75,0.066987298
0.766619519,0,0.563415655,0.629409523,0.017037087
0.816894547,0.32,0.598297754,0.5,0
0.816894547,0.32,0.614762104,0.370590477,0.017037087
0.816894547,0.32,0.642109669,0.25,0.066987298
0.825365394,0.24,0.65424864,0.146446609,0.146446609
0.825365394,0.24,0.840798102,0.066987298,0.25
0.825365394,0.24,0.791684108,0.017037087,0.370590477
0.78349835,0.92,0.595088601,0,0.5
0.78349835,0.92,0.395562997,0.017037087,0.629409523
0.78349835,0.92,0.325380215,0.066987298,0.75
0.729530096,0.92,0.275987163,0.146446609,0.853553391
0.729530096,0.92,0.164643505,0.25,0.933012702
0.729530096,0.92,0.094600251,0.370590477,0.982962913
0.668505422,0.92,0.046462955,0.5,1
0.668505422,0.92,0.022185015,0.629409523,0.982962913
0.668505422,0.92,0.016324822,0.75,0.933012702
0.607559327,0.92,0.021905958,0.853553391,0.853553391
0.607559327,0.92,0.095995535,0.933012702,0.75
0.607559327,0.92,0.36668062,0.982962913,0.629409523
0.568002515,0.92,0.723175666,1,0.5
0.568002515,0.92,0.803404493,0.982962913,0.370590477
0.568002515,0.92,0.745081624,0.933012702,0.25
0.543737231,0.92,0.659132133,0.853553391,0.146446609
0.543737231,0.92,0.563973769,0.75,0.066987298
0.543737231,0.92,0.581135761,0.629409523,0.017037087
0.57268584,0.56,0.581135761,0.5,0
0.57268584,0.56,0.59773964,0.370590477,0.017037087
0.57268584,0.56,0.63248221,0.25,0.066987298
0.607685054,0.2,0.647969862,0.146446609,0.146446609
0.607685054,0.2,0.850844147,0.066987298,0.25
0.607685054,0.2,0.788195898,0.017037087,0.370590477
0.568332548,0.12,0.588670294,0,0.5
0.568332548,0.12,0.413980745,0.017037087,0.629409523
0.568332548,0.12,0.335565788,0.066987298,0.75
0.517994657,0,0.284777452,0.146446609,0.853553391
0.517994657,0,0.175805776,0.25,0.933012702
0.517994657,0,0.104785824,0.370590477,0.982962913
0.477463461,0,0.051206921,0.5,1
0.477463461,0,0.030277662,0.629409523,0.982962913
0.436712243,0,0.016743407,0.75,0.933012702
0.436712243,0,0.027208037,0.853553391,0.853553391
0.436712243,0,0.094460723,0.933012702,0.75
0.433427628,0,0.369889773,0.982962913,0.629409523
0.433427628,0,0.775080229,1,0.5
0.433427628,0,0.764057486,0.982962913,0.370590477
0.433427628,0,0.707827543,0.933012702,0.25
0.532421814,0,0.694293289,0.853553391,0.146446609
0.532421814,0,0.567741035,0.75,0.066987298
0.532421814,0,0.597321055,0.629409523,0.017037087
0.614018545,0,0.613785405,0.5,0
0.614018545,0,0.630807869,0.370590477,0.017037087
0.644255854,0,0.682712432,0.25,0.066987298
0.644255854,0,0.754430027,0.146446609,0.146446609
0.644255854,0,0.842891028,0.066987298,0.25
0.594137985,0,0.802567322,0.017037087,0.370590477
0.594137985,0,0.631924097,0,0.5
0.594137985,0,0.474257011,0.017037087,0.629409523
0.559767405,0,0.374773266,0.066987298,0.75
0.559767405,0,0.337379657,0.146446609,0.853553391
0.559767405,0,0.280033487,0.25,0.933012702
0.550180732,0,0.226315055,0.370590477,0.982962913
0.550180732,0,0.295800195,0.5,1
0.550180732,0,0.127110367,0.629409523,0.982962913
0.545230237,0,0.036277382,0.75,0.933012702
0.545230237,0,0.043672387,0.853553391,0.853553391
0.545230237,0,0.087484303,0.933012702,0.75
0.542809995,0.32,0.339751639,0.982962913,0.629409523
0.542809995,0.32,0.729733501,1,0.5
0.542809995,0.32,0.836472722,0.982962913,0.370590477
0.595442401,0.48,0.711873866,0.933012702,0.25
0.585101367,0.4,0.661504116,0.853553391,0.146446609
0.612902719,0.12,0.573182643,0.75,0.066987298
0.612902719,0.12,0.643644482,0.629409523,0.017037087
0.702876002,0.36,0.628714943,0.5,0
0.702876002,0.36,0.631365983,0.370590477,0.017037087
0.77021845,0,0.681038091,0.25,0.066987298
0.77021845,0,0.77759174,0.146446609,0.146446609
0.77021845,0,0.82796149,0.066987298,0.25
0.765346535,0.08,0.724850007,0.017037087,0.370590477
0.765346535,0.08,0.618947956,0,0.5
0.765346535,0.08,0.483326357,0.017037087,0.629409523
0.757865787,0.12,0.374912795,0.066987298,0.75
0.757865787,0.12,0.412306404,0.146446609,0.853553391
0.757865787,0.12,0.330403237,0.25,0.933012702
0.754219708,0.64,0.221850147,0.370590477,0.982962913
0.754219708,0.64,0.144411888,0.5,1
0.754219708,0.64,0.079391656,0.629409523,0.982962913
0.758101524,0.88,0.060555323,0.75,0.933012702
0.758101524,0.88,0.038788894,0.853553391,0.853553391
0.758101524,0.88,0.039905121,0.933012702,0.75
0.757237152,0.92,0.082879866,0.982962913,0.629409523
0.757237152,0.92,0.149993024,1,0.5
0.757237152,0.92,0.200083717,0.982962913,0.370590477
0.568002515,0.4,0.745918794,0.933012702,0.25
0.778390696,0.88,0.485977396,0.853553391,0.146446609
0.609932422,0.4,0.594390959,0.75,0.066987298
0.773565928,0.92,0.553369611,0.629409523,0.017037087
0.81779035,0.92,0.597600112,0.5,0
0.671931479,0.5,0.653969583,0.370590477,0.017037087
0.81779035,0.92,0.590205107,0.25,0.066987298
0.825726858,0.92,0.568996791,0.146446609,0.146446609
0.825726858,0.92,0.59425143,0.066987298,0.25
0.825726858,0.92,0.565369053,0.017037087,0.370590477
0.772355807,0.88,0.520301381,0,0.5
0.772355807,0.88,0.463652853,0.017037087,0.629409523
0.641757033,0.4,0.39528394,0.066987298,0.75
0.728917177,0.44,0.586856425,0.146446609,0.853553391
0.728917177,0.44,0.375610437,0.25,0.933012702
0.728917177,0.44,0.262731966,0.370590477,0.982962913
0.666195191,0.36,0.181805497,0.5,1
0.666195191,0.36,0.116366681,0.629409523,0.982962913
0.666195191,0.36,0.089716757,0.75,0.933012702
0.620792079,0,0.041858518,0.853553391,0.853553391
0.571664309,0.01,0.101297614,0.933012702,0.75
0.563193462,0.01,0.365285336,0.982962913,0.629409523
0.578327833,0,0.090414399,1,0.5
0.578327833,0,0.135761127,0.982962913,0.370590477
0.673613076,0,0.229942793,0.933012702,0.25
0.68497564,0.08,0.325380215,0.853553391,0.146446609
0.68497564,0.08,0.421236222,0.75,0.066987298
0.68497564,0.08,0.455420678,0.629409523,0.017037087
0.754864058,0.2,0.539137715,0.5,0
0.754864058,0.2,0.55950886,0.370590477,0.017037087
0.761936194,0.88,0.612808707,0.25,0.066987298
0.761936194,0.88,0.614901632,0.146446609,0.146446609
0.761936194,0.88,0.619087484,0.066987298,0.25
0.736775106,0.76,0.591879447,0.017037087,0.370590477
0.736775106,0.76,0.532021766,0,0.5
0.736775106,0.76,0.4491419,0.017037087,0.629409523
0.750605061,0.92,0.343937491,0.066987298,0.75
0.750605061,0.92,0.266638761,0.146446609,0.853553391
0.750605061,0.92,0.179433515,0.25,0.933012702
0.738299544,0.92,0.123064044,0.370590477,0.982962913
0.738299544,0.92,0.055950886,0.5,1
0.738299544,0.92,0.028463792,0.629409523,0.982962913
0.745450259,0.24,0.017580578,0.75,0.933012702
0.745450259,0.24,0.025673225,0.853553391,0.853553391
0.745450259,0.24,0.100879029,0.933012702,0.75
0.693053591,0.32,0.358867029,0.982962913,0.629409523
0.693053591,0.32,0.722059439,1,0.5
0.693053591,0.32,0.855029999,0.982962913,0.370590477
0.714678611,0,0.749127948,0.933012702,0.25
0.743894389,0.12,0.627040603,0.853553391,0.146446609
0.743894389,0.12,0.551276685,0.75,0.066987298
0.743894389,0.12,0.552253384,0.629409523,0.017037087
0.769354078,0.92,0.583228687,0.5,0
0.769354078,0.92,0.58992605,0.370590477,0.017037087
0.771381424,0.64,0.639040045,0.25,0.066987298
0.771381424,0.64,0.719826985,0.146446609,0.146446609
0.771381424,0.64,0.815962048,0.066987298,0.25
0.7268584,1,0.718431701,0.017037087,0.370590477
0.7268584,1,0.549044231,0,0.5
0.7268584,1,0.397376866,0.017037087,0.629409523
0.679443659,0.32,0.308218222,0.066987298,0.75
0.679443659,0.32,0.258964699,0.146446609,0.853553391
0.679443659,0.32,0.301660388,0.25,0.933012702
0.648184818,0.64,0.251569694,0.370590477,0.982962913
0.648184818,0.64,0.066694572,0.5,1
0.648184818,0.64,0.045765313,0.629409523,0.982962913
0.641725601,0.2,0.027487094,0.75,0.933012702
0.641725601,0.2,0.044370029,0.853553391,0.853553391
0.641725601,0.2,0.123761686,0.933012702,0.75
0.620383467,0.24,0.383424027,0.982962913,0.629409523
0.620383467,0.24,0.786102972,1,0.5
0.620383467,0.24,0.866331799,0.982962913,0.370590477
0.652066635,0.12,0.586019255,0.933012702,0.25
0.652066635,0.12,0.678666109,0.853553391,0.146446609
0.652066635,0.12,0.584065857,0.75,0.066987298
0.700330033,0,0.57778708,0.629409523,0.017037087
0.700330033,0,0.593972373,0.5,0
0.700330033,0,0.607925213,0.370590477,0.017037087
0.714191419,0,0.629273057,0.25,0.066987298
0.714191419,0,0.689967908,0.146446609,0.146446609
0.714191419,0,0.844983954,0.066987298,0.25
0.663114883,0,0.781219478,0.017037087,0.370590477
0.663114883,0,0.603181247,0,0.5
0.663114883,0,0.415794614,0.017037087,0.629409523
0.632374666,0,0.356913632,0.066987298,0.75
0.632374666,0,0.44049114,0.146446609,0.853553391
0.632374666,0,0.359983257,0.25,0.933012702
0.618371837,0,0.123203572,0.370590477,0.982962913
0.618371837,0,0.067531743,0.5,1
0.618371837,0,0.040463234,0.629409523,0.982962913
0.596746818,0.08,0.065578345,0.75,0.933012702
0.596746818,0.08,0.106041579,0.853553391,0.853553391
0.596746818,0.08,0.160039068,0.933012702,0.75
0.567892504,0,0.435607646,0.982962913,0.629409523
0.567892504,0,0.803404493,1,0.5
0.567892504,0,0.867448026,0.982962913,0.370590477
0.647697627,0,0.802148737,0.933012702,0.25
0.585101367,0.4,0.661504116,0.853553391,0.146446609
0.599559956,0,0.568438677,0.75,0.066987298
0.599559956,0,0.593274731,0.629409523,0.017037087
0.662501964,0.4,0.657876378,0.5,0
0.650620776,0.32,0.615041161,0.370590477,0.017037087
0.657504322,0.48,0.607088042,0.25,0.066987298
0.657504322,0.48,0.706153202,0.146446609,0.146446609
0.657504322,0.48,0.857262453,0.066987298,0.25
0.603976112,0.12,0.775917399,0.017037087,0.370590477
0.603976112,0.12,0.613087763,0,0.5
0.603976112,0.12,0.447188503,0.017037087,0.629409523
0.553842527,0,0.319240966,0.066987298,0.75
0.553842527,0,0.307101995,0.146446609,0.853553391
0.553842527,0,0.202595228,0.25,0.933012702
0.51521295,0,0.116924794,0.370590477,0.982962913
0.51521295,0,0.084693735,0.5,1
0.51521295,0,0.052044091,0.629409523,0.982962913
0.584472733,0.01,0.028603321,0.75,0.933012702
0.577714914,0.01,0.035440212,0.853553391,0.853553391
0.571664309,0.01,0.101297614,0.933012702,0.75
0.445387396,0,0.366959676,0.982962913,0.629409523
0.445387396,0,0.770336263,1,0.5
0.445387396,0,0.86270406,0.982962913,0.370590477
0.533741946,0,0.712990093,0.933012702,0.25
0.585101367,0.4,0.661504116,0.853553391,0.146446609
0.525223951,0,0.583926329,0.75,0.066987298
0.525223951,0,0.604297475,0.629409523,0.017037087
0.662501964,0.4,0.657876378,0.5,0
0.597768348,0,0.616575973,0.370590477,0.017037087
0.597768348,0,0.62731966,0.25,0.066987298
0.614835769,0,0.652992884,0.146446609,0.146446609
0.614835769,0,0.867308497,0.066987298,0.25
0.560144586,0.24,0.773964002,0.017037087,0.370590477
0.560144586,0.24,0.582251988,0,0.5
0.560144586,0.24,0.37268034,0.017037087,0.629409523
0.514898633,0.56,0.300404632,0.066987298,0.75
0.514898633,0.56,0.304450956,0.146446609,0.853553391
0.514898633,0.56,0.193665411,0.25,0.933012702
0.513358479,0.68,0.123203572,0.370590477,0.982962913
0.513358479,0.68,0.06515976,0.5,1
0.513358479,0.68,0.036416911,0.629409523,0.982962913
0.480245167,0.32,0.032231059,0.75,0.933012702
0.480245167,0.32,0.052881261,0.853553391,0.853553391
0.480245167,0.32,0.10339054,0.933012702,0.75
0.462423385,0.24,0.341844565,0.982962913,0.629409523
0.462423385,0.24,0.691642249,1,0.5
0.462423385,0.24,0.773824473,0.982962913,0.370590477
0.552349521,0.76,0.676433654,0.933012702,0.25
0.585101367,0.4,0.661504116,0.853553391,0.146446609
0.559233066,0.08,0.594949072,0.75,0.066987298
0.559233066,0.08,0.603599833,0.629409523,0.017037087
0.636083608,0.12,0.609739082,0.5,0
0.636083608,0.12,0.612948235,0.370590477,0.017037087
0.642354235,0.68,0.684944886,0.25,0.066987298
0.642354235,0.68,0.717734059,0.146446609,0.146446609
0.642354235,0.68,0.82098507,0.066987298,0.25
0.602671696,0.56,0.772568718,0.017037087,0.370590477
0.602671696,0.56,0.637784289,0,0.5
0.602671696,0.56,0.527277801,0.017037087,0.629409523
0.569322647,0,0.434630947,0.066987298,0.75
0.569322647,0,0.442305009,0.146446609,0.853553391
0.569322647,0,0.467280592,0.25,0.933012702
0.547210435,0.12,0.264685363,0.370590477,0.982962913
0.547210435,0.12,0.164922562,0.5,1
0.547210435,0.12,0.123901214,0.629409523,0.982962913
0.52750275,0,0.088181945,0.75,0.933012702
0.52750275,0,0.051765034,0.853553391,0.853553391
0.52750275,0,0.046602484,0.933012702,0.75
0.474791765,0,0.095158365,0.982962913,0.629409523
0.474791765,0,0.18501465,1,0.5
0.474791765,0,0.271801312,0.982962913,0.370590477
0.589706113,0,0.413004046,0.933012702,0.25
0.585101367,0.4,0.661504116,0.853553391,0.146446609
0.613531353,0,0.50299986,0.75,0.066987298
0.613531353,0,0.539695828,0.629409523,0.017037087
0.713939965,0,0.560485559,0.5,0
0.713939965,0,0.523231478,0.370590477,0.017037087
